,,,,,,Daily Price Report-01-01-2024 to 31-12-2024 for Karnataka,,,,,
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,17-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,05-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,02-09-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,30-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,270.00,"3,000.00","2,750.00",Rs./Quintal,28-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,000.00","2,000.00",Rs./Quintal,27-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,26-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,22-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,500.00","2,500.00","2,500.00",Rs./Quintal,21-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,12-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,08-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,07-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,02-08-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,650.00","2,650.00",Rs./Quintal,31-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,30-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,750.00","2,750.00","2,750.00",Rs./Quintal,26-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,700.00","2,700.00",Rs./Quintal,25-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,450.00","2,450.00","2,450.00",Rs./Quintal,19-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,18-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,775.00","3,370.00","3,350.00",Rs./Quintal,16-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,772.00","3,077.00","3,077.00",Rs./Quintal,09-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,700.00","2,700.00","2,700.00",Rs./Quintal,08-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,06-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","2,650.00","2,650.00",Rs./Quintal,04-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,100.00","2,100.00",Rs./Quintal,02-07-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,27-06-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,600.00","3,000.00","2,650.00",Rs./Quintal,20-06-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,200.00","3,200.00","3,200.00",Rs./Quintal,19-06-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,400.00","2,400.00","2,400.00",Rs./Quintal,12-06-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,11-06-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"3,000.00","3,000.00","3,000.00",Rs./Quintal,07-06-2024
Karnataka,Shimoga,Sorabha APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,000.00","2,300.00","2,250.00",Rs./Quintal,07-02-2024
Karnataka,Tumkur,Kunigal APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,380.00","2,380.00","2,380.00",Rs./Quintal,12-07-2024
Karnataka,Tumkur,Tumkur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,100.00","2,800.00","2,350.00",Rs./Quintal,07-11-2024
Karnataka,Tumkur,Tumkur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,150.00","2,800.00","2,450.00",Rs./Quintal,18-09-2024
Karnataka,Tumkur,Tumkur APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,950.00","2,450.00","2,100.00",Rs./Quintal,16-03-2024
Karnataka,Tumkur,Tumkur APMC,Cereals,Paddy(Common),Paddy,FAQ,"1,650.00","2,410.00","1,700.00",Rs./Quintal,08-02-2024
Karnataka,Tumkur,Tumkur APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,200.00","3,200.00","2,850.00",Rs./Quintal,23-01-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,30-12-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,20-12-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,14-11-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,07-11-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,01-10-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,27-09-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,10-09-2024
Karnataka,Udupi,Udupi APMC,Cereals,Paddy(Common),Paddy,FAQ,"2,300.00","2,800.00","2,500.00",Rs./Quintal,31-08-2024

